"Story","Title","Result","Date","Stability","Duration (s)"
": Soma",": Deve ser capaz de realizar operacoes de soma com dois numeros","ERROR","2021-02-06T20:39:56.934-03:00[America/Sao_Paulo]","0.0","0.26"
